question_id,system,rater,rater_profession,domain,score
4,ChatICU,R4,pharmacist,Relevance,5
4,ChatICU,R4,pharmacist,Safety,1
4,ChatICU,R4,pharmacist,Trust,5
4,ChatICU,R5,pharmacist,Accuracy,5
4,ChatICU,R5,pharmacist,Clarity,5
4,ChatICU,R5,pharmacist,Comparison,3
4,ChatICU,R5,pharmacist,Confidence,4
4,ChatICU,R5,pharmacist,Relevance,5
4,ChatICU,R5,pharmacist,Safety,0
4,ChatICU,R5,pharmacist,Trust,5
4,ChatICU,R6,nurse,Accuracy,5
4,ChatICU,R6,nurse,Clarity,5
4,ChatICU,R6,nurse,Comparison,5
4,ChatICU,R6,nurse,Confidence,5
4,ChatICU,R6,nurse,Relevance,5
4,ChatICU,R6,nurse,Safety,1
4,ChatICU,R6,nurse,Trust,5
4,ChatICU,R7,pharmacist,Accuracy,4
4,ChatICU,R7,pharmacist,Clarity,5
4,ChatICU,R7,pharmacist,Comparison,3
4,ChatICU,R7,pharmacist,Confidence,4
4,ChatICU,R7,pharmacist,Relevance,5
4,ChatICU,R7,pharmacist,Safety,1
4,ChatICU,R7,pharmacist,Trust,5
4,ChatICU,R8,physician,Accuracy,4
4,ChatICU,R8,physician,Clarity,5
4,ChatICU,R8,physician,Comparison,4
4,ChatICU,R8,physician,Confidence,5
4,ChatICU,R8,physician,Relevance,5
4,ChatICU,R8,physician,Safety,1
4,ChatICU,R8,physician,Trust,5
4,OpenEvidence,R1,physician,Accuracy,5
4,OpenEvidence,R1,physician,Clarity,5
4,OpenEvidence,R1,physician,Comparison,3
4,OpenEvidence,R1,physician,Confidence,4
4,OpenEvidence,R1,physician,Relevance,5
4,OpenEvidence,R1,physician,Safety,1
4,OpenEvidence,R1,physician,Trust,5
4,OpenEvidence,R2,nurse,Accuracy,2
4,OpenEvidence,R2,nurse,Clarity,3
4,OpenEvidence,R2,nurse,Comparison,2
4,OpenEvidence,R2,nurse,Confidence,2
4,OpenEvidence,R2,nurse,Relevance,2
4,OpenEvidence,R2,nurse,Safety,0
4,OpenEvidence,R2,nurse,Trust,2
4,OpenEvidence,R3,pharmacist,Accuracy,4
4,OpenEvidence,R3,pharmacist,Clarity,4
4,OpenEvidence,R3,pharmacist,Comparison,3
4,OpenEvidence,R3,pharmacist,Confidence,3
4,OpenEvidence,R3,pharmacist,Relevance,4
4,OpenEvidence,R3,pharmacist,Safety,1
4,OpenEvidence,R3,pharmacist,Trust,4
4,OpenEvidence,R4,pharmacist,Accuracy,5
4,OpenEvidence,R4,pharmacist,Clarity,4
4,OpenEvidence,R4,pharmacist,Comparison,2
4,OpenEvidence,R4,pharmacist,Confidence,3
4,OpenEvidence,R4,pharmacist,Relevance,5
4,OpenEvidence,R4,pharmacist,Safety,1
4,OpenEvidence,R4,pharmacist,Trust,5
4,OpenEvidence,R5,pharmacist,Accuracy,5
4,OpenEvidence,R5,pharmacist,Clarity,5
4,OpenEvidence,R5,pharmacist,Comparison,3
4,OpenEvidence,R5,pharmacist,Confidence,5
4,OpenEvidence,R5,pharmacist,Relevance,5
4,OpenEvidence,R5,pharmacist,Safety,1
4,OpenEvidence,R5,pharmacist,Trust,5
4,OpenEvidence,R6,nurse,Accuracy,4
4,OpenEvidence,R6,nurse,Clarity,4
4,OpenEvidence,R6,nurse,Comparison,4
4,OpenEvidence,R6,nurse,Confidence,5
4,OpenEvidence,R6,nurse,Relevance,4
4,OpenEvidence,R6,nurse,Safety,1
4,OpenEvidence,R6,nurse,Trust,5
4,OpenEvidence,R7,pharmacist,Accuracy,5
4,OpenEvidence,R7,pharmacist,Clarity,5
4,OpenEvidence,R7,pharmacist,Comparison,3
4,OpenEvidence,R7,pharmacist,Confidence,5
4,OpenEvidence,R7,pharmacist,Relevance,5
4,OpenEvidence,R7,pharmacist,Safety,1
4,OpenEvidence,R7,pharmacist,Trust,5
4,OpenEvidence,R8,physician,Accuracy,5
4,OpenEvidence,R8,physician,Clarity,5
4,OpenEvidence,R8,physician,Comparison,4
4,OpenEvidence,R8,physician,Confidence,5
4,OpenEvidence,R8,physician,Relevance,5
4,OpenEvidence,R8,physician,Safety,1
4,OpenEvidence,R8,physician,Trust,5
5,ChatGPT,R1,physician,Accuracy,5
5,ChatGPT,R1,physician,Clarity,5
5,ChatGPT,R1,physician,Comparison,4
5,ChatGPT,R1,physician,Confidence,4
5,ChatGPT,R1,physician,Relevance,5
5,ChatGPT,R1,physician,Safety,1
5,ChatGPT,R1,physician,Trust,5
5,ChatGPT,R2,nurse,Accuracy,5
5,ChatGPT,R2,nurse,Clarity,5
5,ChatGPT,R2,nurse,Comparison,5
5,ChatGPT,R2,nurse,Confidence,5
5,ChatGPT,R2,nurse,Relevance,5
5,ChatGPT,R2,nurse,Safety,1
5,ChatGPT,R2,nurse,Trust,5
5,ChatGPT,R3,pharmacist,Accuracy,4
5,ChatGPT,R3,pharmacist,Clarity,4
5,ChatGPT,R3,pharmacist,Comparison,3
5,ChatGPT,R3,pharmacist,Confidence,3
5,ChatGPT,R3,pharmacist,Relevance,4
5,ChatGPT,R3,pharmacist,Safety,1
5,ChatGPT,R3,pharmacist,Trust,4
5,ChatGPT,R4,pharmacist,Accuracy,5
5,ChatGPT,R4,pharmacist,Clarity,5
5,ChatGPT,R4,pharmacist,Comparison,4
5,ChatGPT,R4,pharmacist,Confidence,4
5,ChatGPT,R4,pharmacist,Relevance,5
5,ChatGPT,R4,pharmacist,Safety,1
5,ChatGPT,R4,pharmacist,Trust,5
5,ChatGPT,R5,pharmacist,Accuracy,5
5,ChatGPT,R5,pharmacist,Clarity,5
5,ChatGPT,R5,pharmacist,Comparison,3
5,ChatGPT,R5,pharmacist,Confidence,5
5,ChatGPT,R5,pharmacist,Relevance,5
5,ChatGPT,R5,pharmacist,Safety,1
5,ChatGPT,R5,pharmacist,Trust,5
5,ChatGPT,R6,nurse,Accuracy,4
5,ChatGPT,R6,nurse,Clarity,5
5,ChatGPT,R6,nurse,Comparison,3
5,ChatGPT,R6,nurse,Confidence,4
5,ChatGPT,R6,nurse,Relevance,4
5,ChatGPT,R6,nurse,Safety,1
5,ChatGPT,R6,nurse,Trust,5
5,ChatGPT,R7,pharmacist,Accuracy,5
5,ChatGPT,R7,pharmacist,Clarity,5
5,ChatGPT,R7,pharmacist,Comparison,4
5,ChatGPT,R7,pharmacist,Confidence,5
5,ChatGPT,R7,pharmacist,Relevance,5
5,ChatGPT,R7,pharmacist,Safety,1
5,ChatGPT,R7,pharmacist,Trust,5
5,ChatGPT,R8,physician,Accuracy,5
5,ChatGPT,R8,physician,Clarity,5
5,ChatGPT,R8,physician,Comparison,4
5,ChatGPT,R8,physician,Confidence,5
5,ChatGPT,R8,physician,Relevance,5
5,ChatGPT,R8,physician,Safety,1
5,ChatGPT,R8,physician,Trust,5
5,ChatICU,R1,physician,Accuracy,5
5,ChatICU,R1,physician,Clarity,5
5,ChatICU,R1,physician,Comparison,3
5,ChatICU,R1,physician,Confidence,4
5,ChatICU,R1,physician,Relevance,5
5,ChatICU,R1,physician,Safety,1
5,ChatICU,R1,physician,Trust,5
5,ChatICU,R2,nurse,Accuracy,4
5,ChatICU,R2,nurse,Clarity,4
5,ChatICU,R2,nurse,Comparison,4
5,ChatICU,R2,nurse,Confidence,4
5,ChatICU,R2,nurse,Relevance,4
5,ChatICU,R2,nurse,Safety,1
5,ChatICU,R2,nurse,Trust,4
5,ChatICU,R3,pharmacist,Accuracy,4
5,ChatICU,R3,pharmacist,Clarity,4
5,ChatICU,R3,pharmacist,Comparison,3
5,ChatICU,R3,pharmacist,Confidence,3
5,ChatICU,R3,pharmacist,Relevance,4
5,ChatICU,R3,pharmacist,Safety,1
5,ChatICU,R3,pharmacist,Trust,4
5,ChatICU,R4,pharmacist,Accuracy,5
5,ChatICU,R4,pharmacist,Clarity,5
5,ChatICU,R4,pharmacist,Comparison,3
5,ChatICU,R4,pharmacist,Confidence,4
5,ChatICU,R4,pharmacist,Relevance,5
5,ChatICU,R4,pharmacist,Safety,1
5,ChatICU,R4,pharmacist,Trust,5
5,ChatICU,R5,pharmacist,Accuracy,5
5,ChatICU,R5,pharmacist,Clarity,5
5,ChatICU,R5,pharmacist,Comparison,3
5,ChatICU,R5,pharmacist,Confidence,5
5,ChatICU,R5,pharmacist,Relevance,5
5,ChatICU,R5,pharmacist,Safety,1
5,ChatICU,R5,pharmacist,Trust,5
5,ChatICU,R6,nurse,Accuracy,5
5,ChatICU,R6,nurse,Clarity,5
5,ChatICU,R6,nurse,Comparison,5
5,ChatICU,R6,nurse,Confidence,4
5,ChatICU,R6,nurse,Relevance,5
5,ChatICU,R6,nurse,Safety,1
5,ChatICU,R6,nurse,Trust,5
5,ChatICU,R7,pharmacist,Accuracy,5
5,ChatICU,R7,pharmacist,Clarity,5
5,ChatICU,R7,pharmacist,Comparison,4
5,ChatICU,R7,pharmacist,Confidence,5
5,ChatICU,R7,pharmacist,Relevance,5
5,ChatICU,R7,pharmacist,Safety,1
5,ChatICU,R7,pharmacist,Trust,5
5,ChatICU,R8,physician,Accuracy,5
5,ChatICU,R8,physician,Clarity,5
5,ChatICU,R8,physician,Comparison,5
5,ChatICU,R8,physician,Confidence,5
5,ChatICU,R8,physician,Relevance,5
5,ChatICU,R8,physician,Safety,1
5,ChatICU,R8,physician,Trust,5
5,OpenEvidence,R1,physician,Accuracy,3
5,OpenEvidence,R1,physician,Clarity,3
5,OpenEvidence,R1,physician,Comparison,2
5,OpenEvidence,R1,physician,Confidence,4
5,OpenEvidence,R1,physician,Relevance,3
5,OpenEvidence,R1,physician,Safety,0
5,OpenEvidence,R1,physician,Trust,3
5,OpenEvidence,R2,nurse,Accuracy,4
5,OpenEvidence,R2,nurse,Clarity,4
5,OpenEvidence,R2,nurse,Comparison,2
5,OpenEvidence,R2,nurse,Confidence,3
5,OpenEvidence,R2,nurse,Relevance,4
5,OpenEvidence,R2,nurse,Safety,0
5,OpenEvidence,R2,nurse,Trust,3
5,OpenEvidence,R3,pharmacist,Accuracy,2
5,OpenEvidence,R3,pharmacist,Clarity,3
5,OpenEvidence,R3,pharmacist,Comparison,2
5,OpenEvidence,R3,pharmacist,Confidence,3
5,OpenEvidence,R3,pharmacist,Relevance,3
5,OpenEvidence,R3,pharmacist,Safety,1
5,OpenEvidence,R3,pharmacist,Trust,2
5,OpenEvidence,R4,pharmacist,Accuracy,3
5,OpenEvidence,R4,pharmacist,Clarity,5
5,OpenEvidence,R4,pharmacist,Comparison,2
5,OpenEvidence,R4,pharmacist,Confidence,4
5,OpenEvidence,R4,pharmacist,Relevance,4
5,OpenEvidence,R4,pharmacist,Safety,0
5,OpenEvidence,R4,pharmacist,Trust,2
5,OpenEvidence,R5,pharmacist,Accuracy,3
5,OpenEvidence,R5,pharmacist,Clarity,5
5,OpenEvidence,R5,pharmacist,Comparison,2
5,OpenEvidence,R5,pharmacist,Confidence,4
5,OpenEvidence,R5,pharmacist,Relevance,5
5,OpenEvidence,R5,pharmacist,Safety,1
5,OpenEvidence,R5,pharmacist,Trust,2
5,OpenEvidence,R6,nurse,Accuracy,3
5,OpenEvidence,R6,nurse,Clarity,5
5,OpenEvidence,R6,nurse,Comparison,2
5,OpenEvidence,R6,nurse,Confidence,4
5,OpenEvidence,R6,nurse,Relevance,4
5,OpenEvidence,R6,nurse,Safety,0
5,OpenEvidence,R6,nurse,Trust,4
5,OpenEvidence,R7,pharmacist,Accuracy,5
5,OpenEvidence,R7,pharmacist,Clarity,5
5,OpenEvidence,R7,pharmacist,Comparison,2
5,OpenEvidence,R7,pharmacist,Confidence,4
5,OpenEvidence,R7,pharmacist,Relevance,5
5,OpenEvidence,R7,pharmacist,Safety,1
5,OpenEvidence,R7,pharmacist,Trust,1
5,OpenEvidence,R8,physician,Accuracy,3
5,OpenEvidence,R8,physician,Clarity,5
5,OpenEvidence,R8,physician,Comparison,2
5,OpenEvidence,R8,physician,Confidence,5
5,OpenEvidence,R8,physician,Relevance,4
5,OpenEvidence,R8,physician,Safety,1
5,OpenEvidence,R8,physician,Trust,3
6,ChatGPT,R1,physician,Accuracy,4
6,ChatGPT,R1,physician,Clarity,5
6,ChatGPT,R1,physician,Comparison,3
6,ChatGPT,R1,physician,Confidence,4
6,ChatGPT,R1,physician,Relevance,5
6,ChatGPT,R1,physician,Safety,1
6,ChatGPT,R1,physician,Trust,4
6,ChatGPT,R2,nurse,Accuracy,4
6,ChatGPT,R2,nurse,Clarity,4
6,ChatGPT,R2,nurse,Comparison,3
6,ChatGPT,R2,nurse,Confidence,4
6,ChatGPT,R2,nurse,Relevance,4
6,ChatGPT,R2,nurse,Safety,1
6,ChatGPT,R2,nurse,Trust,4
6,ChatGPT,R3,pharmacist,Accuracy,4
6,ChatGPT,R3,pharmacist,Clarity,4
6,ChatGPT,R3,pharmacist,Comparison,3
6,ChatGPT,R3,pharmacist,Confidence,2
6,ChatGPT,R3,pharmacist,Relevance,4
6,ChatGPT,R3,pharmacist,Safety,1
6,ChatGPT,R3,pharmacist,Trust,4
6,ChatGPT,R4,pharmacist,Accuracy,2
6,ChatGPT,R4,pharmacist,Clarity,5
6,ChatGPT,R4,pharmacist,Comparison,2
6,ChatGPT,R4,pharmacist,Confidence,4
6,ChatGPT,R4,pharmacist,Relevance,4
6,ChatGPT,R4,pharmacist,Safety,0
6,ChatGPT,R4,pharmacist,Trust,2
6,ChatGPT,R5,pharmacist,Accuracy,4
6,ChatGPT,R5,pharmacist,Clarity,5
6,ChatGPT,R5,pharmacist,Comparison,2
6,ChatGPT,R5,pharmacist,Confidence,4
6,ChatGPT,R5,pharmacist,Relevance,5
6,ChatGPT,R5,pharmacist,Safety,0
6,ChatGPT,R5,pharmacist,Trust,3
6,ChatGPT,R6,nurse,Accuracy,4
6,ChatGPT,R6,nurse,Clarity,3
6,ChatGPT,R6,nurse,Comparison,2
6,ChatGPT,R6,nurse,Confidence,4
6,ChatGPT,R6,nurse,Relevance,4
6,ChatGPT,R6,nurse,Safety,0
6,ChatGPT,R6,nurse,Trust,3
6,ChatGPT,R7,pharmacist,Accuracy,5
6,ChatGPT,R7,pharmacist,Clarity,5
6,ChatGPT,R7,pharmacist,Comparison,3
6,ChatGPT,R7,pharmacist,Confidence,5
6,ChatGPT,R7,pharmacist,Relevance,5
6,ChatGPT,R7,pharmacist,Safety,1
6,ChatGPT,R7,pharmacist,Trust,5
6,ChatGPT,R8,physician,Accuracy,3
6,ChatGPT,R8,physician,Clarity,5
6,ChatGPT,R8,physician,Comparison,2
6,ChatGPT,R8,physician,Confidence,5
6,ChatGPT,R8,physician,Relevance,5
6,ChatGPT,R8,physician,Safety,1
6,ChatGPT,R8,physician,Trust,2
6,ChatICU,R1,physician,Accuracy,5
6,ChatICU,R1,physician,Clarity,5
6,ChatICU,R1,physician,Comparison,4
6,ChatICU,R1,physician,Confidence,4
6,ChatICU,R1,physician,Relevance,5
6,ChatICU,R1,physician,Safety,1
6,ChatICU,R1,physician,Trust,5
6,ChatICU,R2,nurse,Accuracy,5
6,ChatICU,R2,nurse,Clarity,5
6,ChatICU,R2,nurse,Comparison,4
6,ChatICU,R2,nurse,Confidence,5
6,ChatICU,R2,nurse,Relevance,5
6,ChatICU,R2,nurse,Safety,1
6,ChatICU,R2,nurse,Trust,5
6,ChatICU,R3,pharmacist,Accuracy,4
6,ChatICU,R3,pharmacist,Clarity,4
6,ChatICU,R3,pharmacist,Comparison,3
6,ChatICU,R3,pharmacist,Confidence,3
6,ChatICU,R3,pharmacist,Relevance,4
6,ChatICU,R3,pharmacist,Safety,1
6,ChatICU,R3,pharmacist,Trust,4
6,ChatICU,R4,pharmacist,Accuracy,5
6,ChatICU,R4,pharmacist,Clarity,5
6,ChatICU,R4,pharmacist,Comparison,4
6,ChatICU,R4,pharmacist,Confidence,4
6,ChatICU,R4,pharmacist,Relevance,5
6,ChatICU,R4,pharmacist,Safety,1
6,ChatICU,R4,pharmacist,Trust,5
6,ChatICU,R5,pharmacist,Accuracy,5
6,ChatICU,R5,pharmacist,Clarity,5
6,ChatICU,R5,pharmacist,Comparison,3
6,ChatICU,R5,pharmacist,Confidence,5
6,ChatICU,R5,pharmacist,Relevance,5
6,ChatICU,R5,pharmacist,Safety,1
6,ChatICU,R5,pharmacist,Trust,5
6,ChatICU,R6,nurse,Accuracy,4
6,ChatICU,R6,nurse,Clarity,4
6,ChatICU,R6,nurse,Comparison,4
6,ChatICU,R6,nurse,Confidence,4
6,ChatICU,R6,nurse,Relevance,4
6,ChatICU,R6,nurse,Safety,1
6,ChatICU,R6,nurse,Trust,5
6,ChatICU,R7,pharmacist,Accuracy,5
6,ChatICU,R7,pharmacist,Clarity,5
6,ChatICU,R7,pharmacist,Comparison,5
6,ChatICU,R7,pharmacist,Confidence,5
6,ChatICU,R7,pharmacist,Relevance,5
6,ChatICU,R7,pharmacist,Safety,1
6,ChatICU,R7,pharmacist,Trust,5
6,ChatICU,R8,physician,Accuracy,5
6,ChatICU,R8,physician,Clarity,5
6,ChatICU,R8,physician,Comparison,5
6,ChatICU,R8,physician,Confidence,5
6,ChatICU,R8,physician,Relevance,5
6,ChatICU,R8,physician,Safety,1
6,ChatICU,R8,physician,Trust,5
6,OpenEvidence,R1,physician,Accuracy,5
6,OpenEvidence,R1,physician,Clarity,5
6,OpenEvidence,R1,physician,Comparison,5
6,OpenEvidence,R1,physician,Confidence,4
6,OpenEvidence,R1,physician,Relevance,5
6,OpenEvidence,R1,physician,Safety,1
6,OpenEvidence,R1,physician,Trust,5
6,OpenEvidence,R2,nurse,Accuracy,3
6,OpenEvidence,R2,nurse,Clarity,4
6,OpenEvidence,R2,nurse,Comparison,2
6,OpenEvidence,R2,nurse,Confidence,3
6,OpenEvidence,R2,nurse,Relevance,2
6,OpenEvidence,R2,nurse,Safety,0
6,OpenEvidence,R2,nurse,Trust,3
6,OpenEvidence,R3,pharmacist,Accuracy,3
6,OpenEvidence,R3,pharmacist,Clarity,3
6,OpenEvidence,R3,pharmacist,Comparison,3
6,OpenEvidence,R3,pharmacist,Confidence,3
6,OpenEvidence,R3,pharmacist,Relevance,3
6,OpenEvidence,R3,pharmacist,Safety,1
6,OpenEvidence,R3,pharmacist,Trust,3
6,OpenEvidence,R4,pharmacist,Accuracy,2
6,OpenEvidence,R4,pharmacist,Clarity,5
6,OpenEvidence,R4,pharmacist,Comparison,2
6,OpenEvidence,R4,pharmacist,Confidence,4
6,OpenEvidence,R4,pharmacist,Relevance,4
6,OpenEvidence,R4,pharmacist,Safety,1
6,OpenEvidence,R4,pharmacist,Trust,2
6,OpenEvidence,R5,pharmacist,Accuracy,2
6,OpenEvidence,R5,pharmacist,Clarity,3
6,OpenEvidence,R5,pharmacist,Comparison,2
6,OpenEvidence,R5,pharmacist,Confidence,4
6,OpenEvidence,R5,pharmacist,Relevance,4
6,OpenEvidence,R5,pharmacist,Safety,0
6,OpenEvidence,R5,pharmacist,Trust,2
6,OpenEvidence,R6,nurse,Accuracy,3
6,OpenEvidence,R6,nurse,Clarity,5
6,OpenEvidence,R6,nurse,Comparison,5
6,OpenEvidence,R6,nurse,Confidence,4
6,OpenEvidence,R6,nurse,Relevance,3
6,OpenEvidence,R6,nurse,Safety,1
6,OpenEvidence,R6,nurse,Trust,4
6,OpenEvidence,R7,pharmacist,Accuracy,5
6,OpenEvidence,R7,pharmacist,Clarity,5
6,OpenEvidence,R7,pharmacist,Comparison,4
6,OpenEvidence,R7,pharmacist,Confidence,5
6,OpenEvidence,R7,pharmacist,Relevance,5
6,OpenEvidence,R7,pharmacist,Safety,1
6,OpenEvidence,R7,pharmacist,Trust,5
6,OpenEvidence,R8,physician,Accuracy,4
6,OpenEvidence,R8,physician,Clarity,5
6,OpenEvidence,R8,physician,Comparison,2
6,OpenEvidence,R8,physician,Confidence,5
6,OpenEvidence,R8,physician,Relevance,5
6,OpenEvidence,R8,physician,Safety,1
6,OpenEvidence,R8,physician,Trust,2
7,ChatGPT,R1,physician,Accuracy,2
7,ChatGPT,R1,physician,Clarity,4
7,ChatGPT,R1,physician,Comparison,2
7,ChatGPT,R1,physician,Confidence,4
7,ChatGPT,R1,physician,Relevance,4
7,ChatGPT,R1,physician,Safety,1
7,ChatGPT,R1,physician,Trust,2
7,ChatGPT,R2,nurse,Accuracy,3
7,ChatGPT,R2,nurse,Clarity,3
7,ChatGPT,R2,nurse,Comparison,2
7,ChatGPT,R2,nurse,Confidence,3
7,ChatGPT,R2,nurse,Relevance,3
7,ChatGPT,R2,nurse,Safety,0
7,ChatGPT,R2,nurse,Trust,3
7,ChatGPT,R3,pharmacist,Accuracy,3
7,ChatGPT,R3,pharmacist,Clarity,4
7,ChatGPT,R3,pharmacist,Comparison,2
7,ChatGPT,R3,pharmacist,Confidence,3
7,ChatGPT,R3,pharmacist,Relevance,3
7,ChatGPT,R3,pharmacist,Safety,1
7,ChatGPT,R3,pharmacist,Trust,3
7,ChatGPT,R4,pharmacist,Accuracy,1
7,ChatGPT,R4,pharmacist,Clarity,2
7,ChatGPT,R4,pharmacist,Comparison,2
7,ChatGPT,R4,pharmacist,Confidence,4
7,ChatGPT,R4,pharmacist,Relevance,3
7,ChatGPT,R4,pharmacist,Safety,0
7,ChatGPT,R4,pharmacist,Trust,1
7,ChatGPT,R5,pharmacist,Accuracy,2
7,ChatGPT,R5,pharmacist,Clarity,5
7,ChatGPT,R5,pharmacist,Comparison,2
7,ChatGPT,R5,pharmacist,Confidence,4
7,ChatGPT,R5,pharmacist,Relevance,4
7,ChatGPT,R5,pharmacist,Safety,0
7,ChatGPT,R5,pharmacist,Trust,2
7,ChatGPT,R6,nurse,Accuracy,3
7,ChatGPT,R6,nurse,Clarity,4
7,ChatGPT,R6,nurse,Comparison,3
7,ChatGPT,R6,nurse,Confidence,4
7,ChatGPT,R6,nurse,Relevance,3
7,ChatGPT,R6,nurse,Safety,0
7,ChatGPT,R6,nurse,Trust,3
7,ChatGPT,R7,pharmacist,Accuracy,5
7,ChatGPT,R7,pharmacist,Clarity,5
7,ChatGPT,R7,pharmacist,Comparison,3
7,ChatGPT,R7,pharmacist,Confidence,5
7,ChatGPT,R7,pharmacist,Relevance,5
7,ChatGPT,R7,pharmacist,Safety,1
7,ChatGPT,R7,pharmacist,Trust,4
7,ChatGPT,R8,physician,Accuracy,2
7,ChatGPT,R8,physician,Clarity,5
7,ChatGPT,R8,physician,Comparison,2
7,ChatGPT,R8,physician,Confidence,5
7,ChatGPT,R8,physician,Relevance,5
7,ChatGPT,R8,physician,Safety,0
7,ChatGPT,R8,physician,Trust,2
7,ChatICU,R1,physician,Accuracy,4
7,ChatICU,R1,physician,Clarity,5
7,ChatICU,R1,physician,Comparison,3
7,ChatICU,R1,physician,Confidence,4
7,ChatICU,R1,physician,Relevance,4
7,ChatICU,R1,physician,Safety,1
7,ChatICU,R1,physician,Trust,4
7,ChatICU,R2,nurse,Accuracy,4
7,ChatICU,R2,nurse,Clarity,4
7,ChatICU,R2,nurse,Comparison,4
7,ChatICU,R2,nurse,Confidence,4
7,ChatICU,R2,nurse,Relevance,4
7,ChatICU,R2,nurse,Safety,1
7,ChatICU,R2,nurse,Trust,4
7,ChatICU,R3,pharmacist,Accuracy,4
7,ChatICU,R3,pharmacist,Clarity,4
7,ChatICU,R3,pharmacist,Comparison,3
7,ChatICU,R3,pharmacist,Confidence,4
7,ChatICU,R3,pharmacist,Relevance,4
7,ChatICU,R3,pharmacist,Safety,1
7,ChatICU,R3,pharmacist,Trust,4
7,ChatICU,R4,pharmacist,Accuracy,5
7,ChatICU,R4,pharmacist,Clarity,5
7,ChatICU,R4,pharmacist,Comparison,3
7,ChatICU,R4,pharmacist,Confidence,4
7,ChatICU,R4,pharmacist,Relevance,5
7,ChatICU,R4,pharmacist,Safety,1
7,ChatICU,R4,pharmacist,Trust,5
7,ChatICU,R5,pharmacist,Accuracy,5
7,ChatICU,R5,pharmacist,Clarity,5
7,ChatICU,R5,pharmacist,Comparison,4
7,ChatICU,R5,pharmacist,Confidence,5
7,ChatICU,R5,pharmacist,Relevance,5
7,ChatICU,R5,pharmacist,Safety,1
7,ChatICU,R5,pharmacist,Trust,5
7,ChatICU,R6,nurse,Accuracy,4
7,ChatICU,R6,nurse,Clarity,5
7,ChatICU,R6,nurse,Comparison,4
7,ChatICU,R6,nurse,Confidence,4
7,ChatICU,R6,nurse,Relevance,4
7,ChatICU,R6,nurse,Safety,1
7,ChatICU,R6,nurse,Trust,4
7,ChatICU,R7,pharmacist,Accuracy,5
7,ChatICU,R7,pharmacist,Clarity,5
7,ChatICU,R7,pharmacist,Comparison,4
7,ChatICU,R7,pharmacist,Confidence,5
7,ChatICU,R7,pharmacist,Relevance,5
7,ChatICU,R7,pharmacist,Safety,1
7,ChatICU,R7,pharmacist,Trust,5
7,ChatICU,R8,physician,Accuracy,5
7,ChatICU,R8,physician,Clarity,5
7,ChatICU,R8,physician,Comparison,5
7,ChatICU,R8,physician,Confidence,5
7,ChatICU,R8,physician,Relevance,5
7,ChatICU,R8,physician,Safety,1
7,ChatICU,R8,physician,Trust,5
7,OpenEvidence,R1,physician,Accuracy,3
7,OpenEvidence,R1,physician,Clarity,4
7,OpenEvidence,R1,physician,Comparison,2
7,OpenEvidence,R1,physician,Confidence,4
7,OpenEvidence,R1,physician,Relevance,3
7,OpenEvidence,R1,physician,Safety,1
7,OpenEvidence,R1,physician,Trust,3
7,OpenEvidence,R2,nurse,Accuracy,2
7,OpenEvidence,R2,nurse,Clarity,3
7,OpenEvidence,R2,nurse,Comparison,2
7,OpenEvidence,R2,nurse,Confidence,2
7,OpenEvidence,R2,nurse,Relevance,2
7,OpenEvidence,R2,nurse,Safety,0
7,OpenEvidence,R2,nurse,Trust,2
7,OpenEvidence,R3,pharmacist,Accuracy,3
7,OpenEvidence,R3,pharmacist,Clarity,3
7,OpenEvidence,R3,pharmacist,Comparison,2
7,OpenEvidence,R3,pharmacist,Confidence,3
7,OpenEvidence,R3,pharmacist,Relevance,3
7,OpenEvidence,R3,pharmacist,Safety,1
7,OpenEvidence,R3,pharmacist,Trust,3
7,OpenEvidence,R4,pharmacist,Accuracy,2
7,OpenEvidence,R4,pharmacist,Clarity,4
7,OpenEvidence,R4,pharmacist,Comparison,2
7,OpenEvidence,R4,pharmacist,Confidence,4
7,OpenEvidence,R4,pharmacist,Relevance,1
7,OpenEvidence,R4,pharmacist,Safety,0
7,OpenEvidence,R4,pharmacist,Trust,2
7,OpenEvidence,R5,pharmacist,Accuracy,2
7,OpenEvidence,R5,pharmacist,Clarity,5
7,OpenEvidence,R5,pharmacist,Comparison,2
7,OpenEvidence,R5,pharmacist,Confidence,4
7,OpenEvidence,R5,pharmacist,Relevance,3
7,OpenEvidence,R5,pharmacist,Safety,0
7,OpenEvidence,R5,pharmacist,Trust,2
7,OpenEvidence,R6,nurse,Accuracy,4
7,OpenEvidence,R6,nurse,Clarity,3
7,OpenEvidence,R6,nurse,Comparison,3
7,OpenEvidence,R6,nurse,Confidence,4
7,OpenEvidence,R6,nurse,Relevance,3
7,OpenEvidence,R6,nurse,Safety,1
7,OpenEvidence,R6,nurse,Trust,4
7,OpenEvidence,R7,pharmacist,Accuracy,5
7,OpenEvidence,R7,pharmacist,Clarity,5
7,OpenEvidence,R7,pharmacist,Comparison,3
7,OpenEvidence,R7,pharmacist,Confidence,4
7,OpenEvidence,R7,pharmacist,Relevance,5
7,OpenEvidence,R7,pharmacist,Safety,1
7,OpenEvidence,R7,pharmacist,Trust,3
7,OpenEvidence,R8,physician,Accuracy,3
7,OpenEvidence,R8,physician,Clarity,5
7,OpenEvidence,R8,physician,Comparison,2
7,OpenEvidence,R8,physician,Confidence,5
7,OpenEvidence,R8,physician,Relevance,5
7,OpenEvidence,R8,physician,Safety,1
7,OpenEvidence,R8,physician,Trust,3
